keyword,nama,Latitude,Longitude,kategori_usaha,rating,jumlah_ulasan,alamat,telepon,website,kecamatan,foto_url,skor_potensi,kategori_grup,label_kelayakan,popularitas,kepadatan
kost Manggala Makassar,Adetama Kost,-5.15856119999999,119.4649954,Hostel,4.9,19,"Jl. Borong Raya Baru II No.39, Batua, Kec. Manggala, Kota Makassar, Sulawesi Selatan 90233",0823-4567-2733,,Manggala,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFnPCeTjoLIVhWiLMvFumQUe_YzlFbZ5db3HbX6pogTFjPXN0fjkm79EkqLR_Mueg5ETV9wQq6hpfGtAvnFGsV4NtmWrpQYVGGVGvDbJKBD1ZPyVEBmuxD5nSAf8edyeek04FuAnQ=w800-h600-k-no,53,Lain-lain / Belum Terkategori,Cukup Layak,Baru,2200
modifikasi motor Ujung Pandang Makassar,Adhi Motor Sport,-5.163353,119.4525214,Bengkel Sepeda Motor,4.4,83,"Jl. Rappocini Raya No.157B, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",0851-0477-0083,,Ujung Pandang,https://lh3.googleusercontent.com/gps-proxy/ALd4DhESAc-w3eoE-_JGjx2puwn0Y1o_MGnzAgApX49ILE-JM7tMquMihxRQ6kfR-VEKMe7285YRZJEFyWabu0wMeNhKzg4FTgHyTMvLNdSV-5o2vfOaK5mfqlk30HEmeQ4-bMuAu14c5HEqn4Xpo-dNb5PIJCTClBoSPnTgW4rL4JrvsBWF4e-sLU_8ZWzcPR5G3w6Wqg=w800-h600-k-no,71,Otomotif & Bengkel,Layak,Cukup Dikenal,9500
modifikasi motor Tamalate Makassar,Adhi Motor Sport,-5.163353,119.4525214,Bengkel Sepeda Motor,5,3,"Jl. Veteran Selatan No.300, Bonto Lebang, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90131",0821-8840-1673,,Tamalate,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG5_P14W_lOvsgc-uFgfnTSIa65jVxMd28VxZr2Y9s7zqa9hvmyBrhjXsT8iNndPkwP2SzyzKlfdLS0C0Lf34OGcWEY3DbFlSCZ7CcVVvlt1O_Sle9U42N4eOvdLwTii6w1Gf0=w800-h600-k-no,54,Otomotif & Bengkel,Cukup Layak,Baru,4800
modifikasi motor Mariso Makassar,Adhi Motor Sport,-5.163353,119.4525214,Bengkel Sepeda Motor,4.2,183,"Ruko Surya Villa Mas, Jl. Toddopuli Raya Blok A2 No. 3, Paropo, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90222",0813-4392-2258,,Mariso,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFW4_WVc2CotYFHv8JRGQxJrOTCRkNzjI49F2n63jlHR4yAjWJXa9ROtmcfzgTzsTniUHzwRKg1FIa2AaAIpNTJcJNFdwRhs_wRLHYkt8AQOYRVP8rQbITrk_i88RCAPwfit-hH=w800-h600-k-no,71,Otomotif & Bengkel,Layak,Populer,8800
penginapan Tallo Makassar,Adhyaksa home stay & kost,-5.1551041,119.4499004,,4.2,10,"RCWX+4V6, Jl. Adyaksa Baru, Pandang, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",(021) 29707601,oyorooms.com,Tallo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGV7A7Ct8uXzpv3uFnxwAVcHZmHJvPO3XM7Oi_QrdVZVo-ZUKq8FlqhV_e98FS655AoDs73CigiObhdU_ucugZfzeMlKm68qnej3NWlfac-IhM0iRjyvcJDUs4p2h06CFfRpCA=w800-h600-k-no,51,Lain-lain / Belum Terkategori,Cukup Layak,Baru,5200
percetakan Biringkanaya Makassar,ADREENA GRAFIKA DIGITAL PRINTING SUDIANG,-5.09954539999999,119.5216422,Layanan cetak digital,5,464,"RUKO ORANGE, Jl. Dg. Ramang No.17, Sudiang Raya, Kec. Biringkanaya, Kota Makassar, Sulawesi Selatan 90242",0852-2320-2023,,Biringkanaya,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEosqCN1kKUbvuhTWIzt13-lPOOTV_ByiZDVBE31iNCNWnADh_qvsPO2tFe1QZDS5czaCEm8wrIeYXg_9JRYx4dfloGjpwySXhHnDH2p5w1LDFVf9A4HHkQG6TX4RUFZNzrbIRN_U5ewbJe=w800-h600-k-no,69,Percetakan & Fotocopy,Layak,Populer,2800
toko kosmetik Tamalate Makassar,Adriyanti_Rkglow Makassar,-5.17383909999999,119.4231392,Toko Kosmetik,5,2,"Jl. Andi Tonro IV No.21, Pa'baeng-Baeng, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90223",0822-3952-5277,,Tamalate,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHOT6e-5KVPAoVjW1xs8XyOjvgThn4bFmTqKcBVv7M3RflTvKfs413DHY_CLFuqdBhapT_TxpO4Ty0iQ5IEq5ETkqzR68cLOJy-jMd2d8YvbmZKJnkjXb1QvVSq_487vwM0m-HG=w800-h600-k-no,51,Lain-lain / Belum Terkategori,Cukup Layak,Baru,4800
futsal Rappocini Makassar,Ads Soccerplus Arena,-5.18221849999999,119.4452527,Pelatihan Sepak Bola,3.6,114,"Jl. Talasalapang No.1 No. 19, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90221",0811-4483-300,,Rappocini,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGst_x7qx9VSdQLo2kGYOQdTQ8MKkOkAZYrgL7Tc-1Unq2zR6NW2qNOMqE2sNPUVB5LbZf3cOXFEi77z_PtzwVWLzd-XYPlmFhMhwNKuKCsCHFAgRxfKTi64ZZvRyzKVJnJUpjoQg=w800-h600-k-no,58,Lain-lain / Belum Terkategori,Cukup Layak,Populer,5800
toko elektronik Panakkukang Makassar,Adyra tekhnik,-5.1488188,119.4458325,Toko Elektronik,5,3,"VC2W+F8G, Unnamed Road, Tamamaung, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",0878-6533-3959,,Panakkukang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGbc8ioMEZ-Skv7-uSAw-Bs_vpC9uLp2r-te3prWIvS894nk-SRyDKfHfcVigIxKUk1aZkrUTaYmUoOkb5H_tSo9y1rGDPrV-BBt7_EvbbyJvX4xyueJjimefNB1fz9E0Rbm4Zm=w800-h600-k-no,52,Lain-lain / Belum Terkategori,Cukup Layak,Baru,4800
klinik gigi Biringkanaya Makassar,Afra Medika,-5.11662069999999,119.5089442,Dokter Gigi,5,2,"Jl. Parumpa, Daya, Kec. Biringkanaya, Kota Makassar, Sulawesi Selatan 90241",0852-1550-9040,,Biringkanaya,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEux_2mwQz8jKQ9-s7YtdyI92T-LZUDbsKUUPnrFyCQY32G1BjTPeuFpc0E0ydGICCV1CWyFapA2r9edgwNTD58iTbSZm4uKt7pE4UY749roGtpFJ_3tHrNdUv8S8GK98WkdX0RZQ=w800-h600-k-no,47,Lain-lain / Belum Terkategori,Cukup Layak,Baru,2800
modifikasi motor Manggala Makassar,AGANG MOTOR,-5.143724600000001,119.4249398,Dealer Motor Bekas,4.8,335,"Jl. Veteran Utara No.235, Maradekaya, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90141",0813-4299-2988,,Manggala,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHLUrK9OAv7uOQl8KiFH_-M6-elWiZs-riRRjwdxUI9K5K2ID6GSiojlegwfp2Om86y_ZLgeVPmoW9VHQSJFfpPDGXxMZfX-6YuMBAQWBKFdFCIeUb3Rn9tmR3juVVXLQmf5zAM=w800-h600-k-no,66,Otomotif & Bengkel,Layak,Populer,2200
ekspedisi pengiriman Tamalanrea Makassar,Agen J&T Express(Sipaket),-5.14257259999999,119.4740603,Jasa Pengiriman,4,1,"Belakang Halte/Lion Parcel, Jl. Perintis Kemerdekaan No.km.10, Tamalanrea, Kec. Tamalanrea, Kota Makassar, Sulawesi Selatan 90245",0853-9949-9769,,Tamalanrea,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHW6psV1IF5ezsYsRUWsmfT-5o4scP23xrgb0Wv7O9jomc2JpLnZ3S5n6nFto3ko8yJ6FgqMtUUcIRObHVCbCtVdRxEo9hdftLem1IJ8ZCx1wj3_xHETfilP4I3v5GLspvcXm0COr-XynYn=w800-h600-k-no,40,Lain-lain / Belum Terkategori,Kurang Layak,Baru,3200
kantor pos Wajo Makassar,Agen kantor pos barukang pannampu makassar,-5.1139814,119.4229289,Kantor Pos,5,1,"Jl. Barukang Raya No.77, Pattingaloang, Kec. Ujung Tanah, Kota Makassar, Sulawesi Selatan 90162",0858-2378-7845,facebook.com,Wajo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE1xiBFw-pLSortSbIbiL_5Mkez4o3t7UUsFE23cEADhYjoHTErm2MvqXuigGMulYxOqH4cnmuL2Wl2Rrq7UHnQTgraJpKNAX_Kz1YQnFymOypIqLtu0JhzlafvtU4c48ydQxTr=w800-h600-k-no,54,Lain-lain / Belum Terkategori,Cukup Layak,Baru,7200
kantor pos Tallo Makassar,Agen kantor pos online murni,-5.1021816,119.4455199,Kantor Pos,5,3,"Jl. Sultan Abdullah Raya No.81a, Tallo, Kec. Tallo, Kota Makassar, Sulawesi Selatan",,,Tallo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF7APEarcI9cu9n_J-8ffjbx5D9GolpbEFJRIuMLbllrIxO-IVSd6YkY9Y-o3jLBT1LbewI_JE6LEOUykdZvLumLtC761qVAypmWGQyavEmTjuMELozKtrb4xaGCJ2q6V9a9sYFVA=w800-h600-k-no,53,Lain-lain / Belum Terkategori,Cukup Layak,Baru,5200
kantor pos Biringkanaya Makassar,Agen Pembayaran Online (Mitra POS Khrisna),-5.0999805,119.5228935,Kantor Pos,4.5,2,"WG2F+252, Sudiang Raya, Kec. Biringkanaya, Kota Makassar, Sulawesi Selatan 90242",0822-9255-9559,,Biringkanaya,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFOUx1RhLPTC8abKZfOIH9_4sRCky_EZM17ThxgPqQikKXi6WBxZiHwfJpR0VZi771-2ZiLZ2TXgnhB5HCOpJDER_fuWIUp5Dg05yZ_crWDj4ONydG4On_dG9xRZZDipFSmfJiv=w800-h600-k-no,44,Lain-lain / Belum Terkategori,Kurang Layak,Baru,2800
kantor pos Bontoala Makassar,Agen Pos Annisa,-5.1189348,119.4209113,Kantor Perusahaan,4.4,13,"Jl. Tinumbu No.168, Layang, Kec. Bontoala, Kota Makassar, Sulawesi Selatan 90154",,,Bontoala,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFe-t63aWqszlKr8M82PB1ErkxaEMIrtOFXjtOFOXEmM1hJ9kmgCTRzSZgVYI6YdrcdHsVbTAWVJgKp6FAz9nJ2bULIUDsvn7zzlKLXSGDEOdMAuSAdSjiAGRMoHjhHRJ-W6Ng=w800-h600-k-no,57,Lain-lain / Belum Terkategori,Cukup Layak,Baru,6800
kantor pos Biringkanaya Makassar,Agen Pos Haskar,-5.12988,119.5246028,Kantor Pos,5,1,"VGCF+2RX, Paccerakkang, Kec. Biringkanaya, Kota Makassar, Sulawesi Selatan 90562",,,Biringkanaya,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGRzjLz5gnW1WwiB55DzoOMU_FbgkLLJ9u9dsnHdH7aDhELy2jlr332kN0kZge_3dGiqF7JhCwRPKOYL6wwOKHgyJv5wjWJvVwofcLrYvYgRvgOWhJm5FAR7-GOkM-wE8NUgy13=w800-h600-k-no,46,Lain-lain / Belum Terkategori,Cukup Layak,Baru,2800
kantor pos Mariso Makassar,Agen POS KOPNUS KCU X,-5.168186,119.4211649,Kantor Pos,5,3,"RCJC+PFF, Pa'baeng-Baeng, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90133",(0411) 886977,posindonesia.co.id,Mariso,https://lh3.googleusercontent.com/a-/ALV-UjUzGkQ7ARc6prgfQvjSJzcAZkxbfhdWUMqDu7VW-w0aSYOlQVvisg=w800-h600-k-no,59,Lain-lain / Belum Terkategori,Cukup Layak,Baru,8800
kantor pos Biringkanaya Makassar,AGEN POS LAIKANG 90242C5,-5.1012936,119.5354473,Kantor Pos,5,1,"Jl. Graha Filia No.4kel, Sudiang Raya, Kec. Biringkanaya, Kota Makassar, Sulawesi Selatan 90552",,,Biringkanaya,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHCmhh3N3qe48OjArH7CtZQ3bGTVpcso0KDo6oQxe3Gz3FprKPfdGIVfsSwYxJuBpn2kcjsFyWXazSFDNLQDx0nGGgDR2xvUOojYZGyycQM7M-O43UjK8sHBN1bh3GQQLFXvrq_-HRePc0=w800-h600-k-no,46,Lain-lain / Belum Terkategori,Cukup Layak,Baru,2800
kantor pos Mariso Makassar,Agenpos Makassar Kota 2,-5.1589371,119.4108355,Kantor Pos,4.7,37,"Jl. Gagak, Mariso, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90121",(022) 4207081,,Mariso,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGhORPMD_2QHvieNmQajTlsg3nuf_pqLscuQAJL1ScJ1iwYVEvzl3nEX23-KpSlmBwzCVRH-gAn18kicwCbnW1Pd90tljSuPDSZJA-P-eLI0DAFQK5OnC87SS8vNT9C_H6Mr5Aa=w800-h600-k-no,66,Lain-lain / Belum Terkategori,Layak,Cukup Dikenal,8800
kantor pos Ujung Pandang Makassar,Agen Pos RHEZA CELL,-5.145884300000001,119.4496321,Kantor Pos,4,1,"Jl. Racing Centre No.78, Karampuang, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",,posindonesia.co.id,Ujung Pandang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE9mPdf1MphsHuFj5FMQBiZtvgmULiNt9LARfWF0L_ghyEj73PYFKd6-dhpuu98tla4Mcr8LgL5l6cynvUyMWgfpRgpQ6z8qGf-hQ36L9HVHfZ4vUGOIDLHhYGRpXD-YcuO7kdw4g=w800-h600-k-no,54,Gadget & Pulsa,Cukup Layak,Baru,9500
kantor pos Tamalanrea Makassar,Agen Pos Tamalanrea,-5.1312745,119.5019029,Kantor Pos,2.7,3,"Tamalanrea, Kec. Tamalanrea, Kota Makassar, Sulawesi Selatan 90245",0821-9686-8622,,Tamalanrea,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHRMANLEiaDP3egyatU8j-tVjKest0JQ37Peu0_WTc797Xy2iIdWouUQTS3ESG_l1VCmndxHoefhBw-km3YWi6WsWTh8BHYINvrAwai6ylTDb-eQcV_XyPBxVWJSt3826TgSkop=w800-h600-k-no,33,Lain-lain / Belum Terkategori,Kurang Layak,Baru,3200
kantor pos Ujung Pandang Makassar,AGEN POS ZAKY 90231C2,-5.14587629999999,119.4496053,Kantor Pos,4.7,37,"Jl. Racing Centre No.78, Karampuang, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",,,Ujung Pandang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFbNBZSnhz9ofkgQdapg1Hke9bcLpUY0-bOnMXlMMwj7lwKJNfZXzyE_2s3ANdsIdF1EIOo1TCgIusVflv77afhsbBZWZlQ0WlrQZRoLj8ZzLLinKjuylNH14Py1adIkz98yZWP=w800-h600-k-no,68,Lain-lain / Belum Terkategori,Layak,Cukup Dikenal,9500
kantor pos Ujung Tanah Makassar,AGEN PT POS INDONESIA (CAHAYA AGIRA),-5.1331127,119.4532669,Kantor Pos,4.7,37,"VF83+Q82, VF83+Q83Jl, Pampang, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231",0821-9021-8034,posindonesia.co.id,Ujung Tanah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGQ3OMMBsfwOTiQaVjqNjzmltytZbZFLjxSda22SnX2zyiPd7nE8Xlfh1iZyXpQznT-_WcQqsfGacuqNhXI2wDn2lF2-GlVU4lKi2TzhCYhijzDMCgCFBFOMjqR0xjPDpwDbBbd=w800-h600-k-no,61,Lain-lain / Belum Terkategori,Layak,Cukup Dikenal,5800
tambal ban Manggala Makassar,AGHA BAN,-5.172689099999991,119.4801955,Bengkel tambal ban,5,1,"Jl. Geologi No.ruko B1, Bangkala, Kec. Manggala, Kota Makassar, Sulawesi Selatan 90235",0887-5097-707,,Manggala,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH9q8OHev9CStZvkm-J0itd2mU2ZcOH4a_9SCHpRoSacgsT3MYfwPpEZhL5abFBxkiG0BQQfJ6ZowFdGeIN9Iy97OD0X_kK6asK0Sfecn5JOE_nJB4z1gFWLYYN3CGt1Fl4hQyo=w800-h600-k-no,47,Otomotif & Bengkel,Cukup Layak,Baru,2200
minuman kekinian Wajo Makassar,Agra Pangan Sulawesi,-5.14243389999999,119.4212339,Distributor minuman,4.9,35,"Jl. Gunung Latimojong No.121B, Maradekaya, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90145",0852-9980-4888,linktr.ee,Wajo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGa4gfhPh7TrlqOLNXEucrlolnlffnt0YF5U-FKAAfWi7ewb7t-b_hgkOOMkhnKqF9lBDBQjoLtLcCSSorGiEYSTChLyIWPuTqXJjJvnCSfGYlbbqKX1RM4yk4lzUhOzsWphvuctQ=w800-h600-k-no,65,Lain-lain / Belum Terkategori,Layak,Cukup Dikenal,7200
ekspedisi pengiriman Wajo Makassar,Agung Cargo,-5.1300592,119.4113067,Jasa Pengiriman Kargo,4.4,595,"Jl. Bali No.100, Pattunuang, Kec. Wajo, Kota Makassar, Sulawesi Selatan 90174",(0411) 3622586,apmcargo.id,Wajo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFxHwqENMwDhjdOfk4m1WcCHTwtBXn7mjk4OB64vG3hvBk_Ls5sUWeKqZFwgXNroj1nYoHW4irOHpRYwzfjbSrYKUMASN173wQhuSP6SYQp19oXOTPbHY-feqbkQTQ-MTuM2-uOSA=w800-h600-k-no,72,Lain-lain / Belum Terkategori,Layak,Sangat Populer,7200
minimarket Mamajang Makassar,Agung Mart Makassar,-5.1291734,119.4096505,Toko bahan makanan,4.7,37,"RCQ9+8RQ, Labuang Baji, Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90132",0821-9138-0389,,Mamajang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEPaTTCBQRi3piG33U5_8TLpE9rzw0nw3gCy0lbglzufV36HBA3qZpsjeaqc-_bHZhUhvLF6bNr2-2i7H7A55nPML-KTl29MtiTw_cWekV_CX2nkmwR-wS6f4bHVrCS-hioaj04Rg=w800-h600-k-no,64,Lain-lain / Belum Terkategori,Layak,Cukup Dikenal,7800
travel agent Kepulauan Sangkarrang Makassar,Agus Tour & Travel,-5.16333539999999,119.4551518,Agen tiket maskapai penerbangan,4.5,64,"Jl. Toddopuli 7 No.3C, Borong, Kec. Manggala, Kota Makassar, Sulawesi Selatan 90233",0811-4408-003,,Kepulauan Sangkarrang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG-jW3K8wy2R0oXmb_TsJCimq20RDGCMUSWRFpPCopXpofvB5d2HwBc71euu3lW8v5zz_fJJizPljM0lsrSKhNwUiNL1A8yOr-puPWiWOH8Of2VOr6tr2p_naksSgR9GGKruxkX=w800-h600-k-no,52,Lain-lain / Belum Terkategori,Cukup Layak,Cukup Dikenal,450
bengkel motor Makassar Makassar,AHASS 1056 Koko Motor Bengkel Resmi Motor Honda,-5.1623667,119.4526054,Bengkel Sepeda Motor,4.6,660,"Jl. Toddopuli Raya No.95, Paropo, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90234",0852-4024-0628,,Makassar,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH7jIS5MFCCb4T6MBdEt_zaJnOt25cgOvi6M_49-jNR7dC8d3UU2kYdI5AWDdH7idlDPCZzdnwIz5PFW0AjPLaBbFtEYfOkWGQ8pVmJipnVH99XZqKhyQBpYtHLOatxPb05Xm4TVw=w800-h600-k-no,78,Otomotif & Bengkel,Sangat Layak,Sangat Populer,8282
laundry Tamalate Makassar,AI LAUNDRY TAMALATE,-5.1725815,119.4491963,Pemasok peralatan binatu yang dioperasikan dengan koin,3.7,3,"Sulawesi Jalan Tamalate II perumnas No.1, RT.001/RW.08, Mappala, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",0823-3444-3333,,Tamalate,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEC68YrTBTODo5YDP2_MGQeqn0H-BNvYNnfdIDyLGvFLQ4Xnu5YmDmwTvqJRMVJcgecquY1xDlwPnNPzRYohnboCSkc-B2ihx7vI53JCyxRvWTxfiWH227nGcusj7f1ofd0O22ugQ=w800-h600-k-no,45,Laundry,Cukup Layak,Baru,4800
kursus bahasa inggris Mamajang Makassar,"Aimskilful (Kursus IELTS, Kursus TOEFL, Kursus Bahasa Inggris)",-5.1831757,119.425177,Sekolah Bahasa Inggris,5,361,"Jl. Dg Tata 1 No.5, Parang Tambung, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90223",0821-9275-4789,,Mamajang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHKoYYxdfsBXF2LnqB5C7RtnqcGiLiqZffPL2kAcDv1tREKpDLpG4HczIo5-BhaI0TzgXnISZZRM5GjCjjI95jfjEFPEwn1_6nEJ_ZYPPudRbtXEZNL9dJ6sLe_IDsHbsyCy7Zu=w800-h600-k-no,76,Lain-lain / Belum Terkategori,Sangat Layak,Populer,7800
roti dan bakeri Kepulauan Sangkarrang Makassar,AIRA CAKE & BAKERY (donat aira),-5.142770000000001,119.4329108,Toko Roti,5,3,"Jl. Abubakar Lambogo No.166b, Karuwisi, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90231",0858-2517-4648,,Kepulauan Sangkarrang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHxkcaQvYix5Yh0g5AxTUQ5WxyzIke3uTJ965tMzDipfosWfEbEo-04Zx0X0Mk5G4CFYh9FHxmg4k8BhG9pEK-_kFAguM5P7CsM08bXb0Yru2itTh-rdt7oVq-sX8J32za-opARuhKzCTMs=w800-h600-k-no,51,Cemilan & Bakery,Cukup Layak,Baru,450
donat Ujung Tanah Makassar,Aira cake dan bakeri (donat),-5.1245449,119.4410775,Toko Roti,4.7,12,"Rappokalling, Kec. Tallo, Kota Makassar, Sulawesi Selatan 90216",0858-2517-4648,,Ujung Tanah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFItWlDD5BuHvqWMZN0khy9LJU6xyJMZLX4bCeiw3WfccXfgsxpg6-hHSAvjC1NCf6HvVNbHoExh-nL03CQore-Afo_Dv5zJzpnuwlxRczOZrFSnkPF6ff7MQQ7Cb196y6rqKo=w800-h600-k-no,57,Lain-lain / Belum Terkategori,Cukup Layak,Baru,5800
klinik kecantikan Kepulauan Sangkarrang Makassar,AIRA SKIN CLINIC MAKASSAR,-5.1595325,119.4466802,Klinik Perawatan Kulit,4.9,824,"Ruko Jasper III, Jl. Pengayoman No.38-39, Masale, Panakkukang, Makassar City, South Sulawesi 90231",0817-9477-712,,Kepulauan Sangkarrang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH7A7yIIIyx97St8AjBTDXvUSAazV0wmcyw2BePdUUsZ0zktxUbGEP1aJpCehTa5WXp8hTjwis8oFNVI7_6yYGVU_0rjfEgNpHoWd_ouu4agoiEZp-v8AjJwbChbkEVNo2gBWL3uw=w800-h600-k-no,65,Lain-lain / Belum Terkategori,Layak,Sangat Populer,450
penginapan Mariso Makassar,Airy Eco Mariso Rajawali 25 Makassar,-5.1503701,119.4100799,,4.4,2122,"Jl. DR. Ratulangi No.136 A, Mario, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90112",(0411) 8117421,monolooghotels.com,Mariso,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHpDDlbuEa78A3ScGUMjF2gRl0jxST3DvDO-DiSxTBDsOULmxyL1NqiLCy-ph_bW-rJEzYj53g0HrBPFsdMlAoEQGQ7bubjX54p3xfPiE2KWc3vftIXmpbDap2FbdDb5LDzrb4=w800-h600-k-no,80,Lain-lain / Belum Terkategori,Sangat Layak,Sangat Populer,8800
penginapan Mariso Makassar,Airy Eco Mariso Rajawali 25 Makassar,-5.1503701,119.4100799,,3.8,32,"Jl. Rajawali No.25, Kunjung Mae, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90123",0804 111 2479,,Mariso,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF-kKXk0MnGd7r6rIWJ83ShA7Ee8c79wFU3JBNZNwwB3_pM81chiDDFBCBYg3bwfMxv3keyQ0MT6hJf2QmhYOYyTUqW-FP57weQBzmCSR0zVODmjeoh4YTKcD-rkC-q1gnoReFS=w800-h600-k-no,59,Lain-lain / Belum Terkategori,Cukup Layak,Cukup Dikenal,8800
guest house Mariso Makassar,Airy Eco Ratu Indah Mappanyukki 50D Makassar,-5.1525305,119.4145461,,4.5,40,"Jl. A. Mappanyukki No.50D, Kunjung Mae, Kec. Mariso, Kota Makassar, Sulawesi Selatan 90125",0804 111 2479,,Mariso,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHNSu_7DDHjdWaq8gqv3SSH1idcgIpuLbYtLj9eCCIRJk0J2pavOv7nYWumvr4UgS3N3mRRI7K7VJZunCuF0iTztr1RsplTmeXRsxMChYRCtzxy8K8znMOom2yiPdgh42rJFI11ROakIryFIBpzPXEvlhs0qCszeebgDX6PzlEOElR1-ByLnLdVOw=w800-h600-k-no,65,Lain-lain / Belum Terkategori,Layak,Cukup Dikenal,8800
hotel Biringkanaya Makassar,Airy Eco Tamalanrea Perintis Kemerdekaan 77 Makassar,-5.13050659999999,119.49836,,3.6,29,"Jl. Perintis Kemerdekaan No.KM.11 No.77, Tamalanrea, Kec. Tamalanrea, Kota Makassar, Sulawesi Selatan 90245",0804 111 2479,,Biringkanaya,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGjxm0KJNcvY9YrJOK_UKEsEAN1wPXtEoZF7XGvGskm50z4FzvQGUjt830CmQ5siNPXsJB4HC91DD-J8T5jGO7wSDlgh0wEAifMDvWr9hyp5zqF7Bp3VJwk7MQsTiI1UFvD8ak2IA=w800-h600-k-no,47,Lain-lain / Belum Terkategori,Cukup Layak,Cukup Dikenal,2800
penginapan Ujung Pandang Makassar,Airy Ujung Pandang Maricaya Lembu 9 Makassar,-5.14949479999999,119.4229407,Hotel,4.1,30,"Jl. Lembu No.9A, Maricaya, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90142",0804 111 2479,resortbookid.cfd,Ujung Pandang,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHwXdPYImMAWqcyCaqr8C49Gtv1bLTUGf88dS-dYHby9pKeq98KpGB21PRJY28GcGvSifSI8tD_q28N3k-IV_s9S2YUV3llcUcj_XvUGhXOOq-Uux37ChpySzTmq-GQVolq6HcyDw=w800-h600-k-no,63,Lain-lain / Belum Terkategori,Layak,Cukup Dikenal,9500
hotel Ujung Tanah Makassar,Airy Wajo Banda 37 Makassar,-5.12436379999999,119.4115973,,4.6,8,"Jl. Banda No.37, Butung, Kec. Wajo, Kota Makassar, Sulawesi Selatan 90173",0804 111 2479,airyrooms.com,Ujung Tanah,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFrKq51dlQDe3m5ZwR95okIau0C0w7SPLhaOnzQ6zq-eV6B3fyK4YMIkG82-rTxlWkd1XSzNQ9W9Ti0MDMGVfz1CyA6XNpL95EqpHeI7oQeOEuDcKTcfUM4fwTMT7OZ4a6vro3K=w800-h600-k-no,56,Otomotif & Bengkel,Cukup Layak,Baru,5800
